question,answer,faithfulness,answer_relevancy,answer_correctness_SA,answer_correctness_LA,SA,LA
When does the scholarship application period usually take place?,The scholarship application period typically runs from late March to mid-May each year.,1.0,0.9434646530776701,0.9618157518643998,0.9985880997734655,The application period usually runs from late March to mid-May each year.,The scholarship application period usually runs from late March to mid-May each year.
Where must students submit the scholarship application?,Students must apply for the scholarship using the Generalitat form available on the AGAUR website.,1.0,0.8073622503418939,0.13243529570019788,0.9984407512578458,On the AGAUR website.,Students must apply to the scholarship using the Generalitat form available on the AGAUR website.
What should students do if they are unsure about what they will study when applying for the scholarship?,"Students should still apply for the scholarship within the established timeframe, even if they are unsure about their future studies.",1.0,0.8788705795651878,0.530090469337847,0.5747604104068239,They should still apply within the deadline and list the programs they consider most likely.,"If they are unsure about what to study, they should still apply the scholarship within the deadline and list the programs they consider most likely."
Can students modify their study choices after submitting the scholarship application?,"Yes, students can modify their study choices after submitting the scholarship application because the form reopens in September.",0.5,1.0,0.4786181727321992,0.5069864497036096,"Yes, in September.","Yes, in September the form reopens and students can modify their study choices if necessary."
What does the tuition scholarship cover?,The tuition scholarship covers an exemption from the public fee for academic services for credits enrolled for the first time.,1.0,1.0000000000000002,0.9630233573835764,0.9976696131194396,It consists of an exemption from the public fee for academic services for credits enrolled for the first time.,The tuition scholarship cover an exemption from the public fee for academic services for credits enrolled for the first time.
What is the minimum amount for the variable scholarship?,The minimum amount for the variable scholarship is €60.,1.0,0.9999999999999999,0.8426314841433256,0.9503104134508937,60 euros.,The minimum variable amount is €60.
Which factors determine the variable scholarship amount?,"The variable scholarship amount is determined by family income, your grade point average, and the total budget allocated by the Ministry.",0.6666666666666666,0.9938695982587276,0.9602709202679118,0.9706267712489686,"It depends on family income, the student's GPA, and the total scholarship budget allocated by the Ministry.","The variable amount depends on family income, the student's GPA, and the total scholarship budget allocated by the Ministry."
What fixed scholarship amounts can students receive?,"Students can receive a fixed amount of €1,700 for their income or €2,700 for their residency.",0.0,0.632525394031528,0.811352603336463,0.8041723902122273,"Students may receive €1,700 for income, €2,700 for residency, and between €50 and €125 for academic excellence.","Students may receive a fixed scholarship of €1,700 for income, €2,700 for residency, and between €50 and €125 for academic excellence."
How many credits must a student enroll in to be eligible for a scholarship?,"To be eligible for a scholarship, a student must enroll in at least 18 credits, but no more than 60 credits.",0.0,0.7803748302373276,0.10480202285445905,0.2060348671368022,30 credits.,Students must enroll in at least 30 credits to be eligible for a scholarship.
Who receives the tuition scholarship?,Everyone who is awarded the scholarship receives the tuition scholarship.,1.0,0.7667782140912851,0.9999998966562695,1.0,Everyone who is awarded the scholarship receives the tuition scholarship.,Everyone who is awarded the scholarship receives the tuition scholarship.
Who can receive the academic excellence scholarship?,Only full-time students who meet the criteria for the academic excellence scholarship can receive it.,0.5,1.0,0.8925040968313469,0.7254820377503662,Only students enrolled in full-time studies.,Only students enrolled in full-time studies can receive the academic excellence scholarship.
Which income threshold allows students to receive the fixed income amount?,Students in threshold 1 are eligible to receive the fixed income amount.,1.0,0.7309777056614938,0.9440471441257752,0.9685278382287448,Only students in income threshold 1.,Only students in income threshold 1 can receive the fixed amount.
What scholarship components can students in income threshold 2 receive?,Students in income threshold 2 can receive the residency amount and the variable amount.,0.5,0.8727834477340916,0.9471320559279204,0.9944921629332791,They receive the residency amount and the variable amount.,Studnets in income threshold 2 can receive the residency amount and the variable amount.
What scholarship amounts can students enrolled in 48 to 59 credits receive?,Students enrolled in 48 to 59 credits are eligible for both the fixed income-based award (€350) and the fixed residency-based award (€350).,1.0,0.8114231230642629,0.9438986299132776,0.9438986299132776,They can receive a fixed income-based award of €350 and a fixed residency-based award of €350.,They can receive a fixed income-based award of €350 and a fixed residency-based award of €350.
What scholarship amount do students enrolled in 30 to 47 credits receive?,Students enrolled in 30 to 47 credits receive the minimum variable award.,1.0,0.70392234183405,0.9096497333485661,0.7429176780584316,They only receive the minimum variable award.,Students enrolled in 30 to 47 credits only receive the minimum variable award.
What is required for non-EU applicants to be eligible for the scholarship?,"Non-EU applicants must have a residence permit in Spain, specifically an NIE or TIE, as of December 31 of the year preceding the application deadline.",1.0,0.709932223248796,0.7930047602853465,0.6974832466106,They must have a residence permit in Spain (NIE or TIE).,They must have a residence permit in Spain (NIE or TIE) to apyly for the scholarship.
What nationality requirement must scholarship applicants meet?,Scholarship applicants must be either Spanish citizens or EU citizens with permanent residency status or proof of employment in Spain.,0.3333333333333333,0.6499058220777655,0.47812682386224364,0.4594079125416616,They must be Spanish citizens or nationals of a European Union member state.,They must be Spanish citizens or nationals of a European Union member state to apply for the scholarship.
Can a student apply for the scholarship if they already hold a degree of the same or higher level?,"No, a student cannot apply for the scholarship if they already hold a degree of the same or higher level.",0.5,1.0000000000000002,0.6168454230293158,0.7298445733816741,"No, they cannot apply.","No, they cannot apply for the scholarship if they already hold a degree of an equal or higher level."
What academic requirement must second-year students meet to receive the scholarship?,Second-year students and above must pass 65% of the credits they have enrolled in to be eligible for the scholarship.,1.0,0.798310319172226,0.6992184642204871,0.7188314215610364,They must pass at least 65% of the credits they enrolled in.,They must pass at least 65% of the credits they enrolled in to receive the scholarship.
What happens if a student cancels their enrollment or withdraws from studies without completing the final year project within two years?,"If a student cancels their enrollment or withdraws from studies without completing the final year project within two years, they will be considered to be in breach of their obligation and will have to return all awarded aid, including the tuition scholarship.",1.0,0.935390533060818,0.7609263365525274,0.9880853075244558,"They must return all awarded aid, including the tuition scholarship.","If a student cancels their enrollment or withdraws from studies without completing the final year project within two years, they must return all awarded aid, including the tuition scholarship."
What happens if a student does not pass at least 40% of the enrolled credits?,"If a student does not pass at least 40% of the enrolled credits, they will have to return the awarded aid, except for the tuition scholarship.",1.0,1.0000000000000002,0.6722576670172915,0.618869078513121,They must return the awarded aid except for the tuition scholarship.," If a student does not pass at least 40% of the enrolled credits, they must return the awarded aid except for the tuition scholarship."
What tuition reduction do students from a general-category large family receive?,Students from a general-category large family receive a 50% reduction in tuition fees.,1.0,0.9178145234091727,0.6803371369804294,0.5831552916294402,They receive a 50% reduction in tuition fees for enrolled credits.,"General categpry large family receive a 50% reduction in tuition fees for enrolled credits, as well as in academic record management and certificate issuance fees."
For which credits does the first-year exemption for honors students apply?,The first-year exemption for honors students applies to all credits enrolled for the first time during the first year of official university studies.,1.0,0.889607102994941,0.924235160207594,0.9339291774752145,To all credits in which they enroll for the first time during the first year of their official university studies.,It applies to all credits in which they enroll for the first time during the first year of their official university studies.
What level of disability entitles a student to a tuition fee exemption?,A student with a disability degree of 33% or higher is entitled to a tuition fee exemption.,1.0,0.8064848023500493,0.8625175898758481,0.9933127081977673,33% or higher.,Students with a disability degree of 33% or higher are entitled to a tuition fee exemption.
Are victims of terrorist acts entitled to tuition fee exemptions?,"Yes, victims of terrorist acts are entitled to tuition fee exemptions.",1.0,0.9999999999999997,0.8189954557676398,0.6111425872161869,Yes.,"Yes, victims of terrorist acts, as well as their children and spouse, are entitled to tuition fee exemptions."
Do victims of gender-based violence qualify for tuition fee exemptions?,"Yes, victims of gender-based violence within the context of an intimate partner relationship and their dependent children, as well as victims of gender-based violence outside the context of an intimate partner relationship, are entitled to an exemption from tuition fees.",1.0,0.8770983774687963,0.35520500262004706,0.8381888611775248,Yes.,"Yes, victims of gender-based violence, both within and outside an intimate partner relationship, and their dependent children are entitled to tuition fee exemptions."
How is the tuition exemption applied for credits with honors in university studies?,Students who have achieved an honors distinction in university studies are eligible for an exemption from tuition fees for a certain number of credits equal to those in which they received such distinction.,1.0,0.6473311339583806,0.9630071894009183,0.9630071894009183,Students receive an exemption from tuition fees for a number of credits equivalent to those in which they obtained honors.,Students receive an exemption from tuition fees for a number of credits equivalent to those in which they obtained honors.
