question,answer,answer_relevancy,answer_correctness_SA,answer_correctness_LA,SA,LA
How many credits must a first-year dual-degree student enroll in full-time?,"A first-year dual-degree student enrolling in full-time must complete a minimum of 120 credits, including all coursework and required internships.",0.9183507243680138,0.11267371731436619,0.20550298287740834,Between 60 and 90 credits.,The first-year of dual-degree students must enroll between 60 and 90 credits.
How many credits must a first-year dual-degree student pass to remain in the program?,A first-year dual-degree student must pass a minimum of 12 credits to remain in the program. This includes the first year of the dual-degree program and the first year of the first degree program.,1.0000000000000002,0.10353061314061482,0.21962658468723947,24 credits.,The first-year of dual-degree students must pass at least 24 credits to remain in the program.
How many credits must a part-time dual-degree student enroll in during the first year?,A part-time dual-degree student enrolls in a minimum of 12 credits during the first year. This includes the first year of the dual-degree program and the first year of the first degree program.,0.9786932870971348,0.10115859787151406,0.21078443701412858,Between 30 and 45 credits.,"In the first-year, thee dual-degree students must enroll between 30 and 45 credits for part-time enrollment."
How many credits must a part-time dual-degree student pass in the first year to remain in the program?,A part-time dual-degree student must pass a minimum of 12 credits in the first year to remain in the program. This includes both the first year of the dual-degree program and the second year of the dual-degree program.,0.9433781833838132,0.4948167478913064,0.9661030969090665,12 credits.,Part-time dual-degree student must pass at least 12 credits to remain in the program.
What is the minimum number of credits a dual-degree student can enroll in after the first year?,The minimum number of credits a dual-degree student can enroll in after the first year is 12 credits. This includes the first year of study in the first degree program and the second year of study in the second degree program.,1.0000000000000002,0.10590451372171705,0.21010904276366205,30 credits.,"After the first year, dual-degree students must enroll a minimum number of 30 credits, unless fewer are required to finish the degree."
What is the maximum number of credits a dual-degree student can enroll in per academic year?,"A dual-degree student can enroll in a maximum of 12 credits per academic year, which is the number of credits required for the first year of the dual degree program.",0.9638810814072327,0.09673083906397903,0.20281861472016094,90 credits.,The maximum is 90 credits per year for a full-time student in a dual-degree.
What is the maximum enrollment duration for a full-time student in a 240-credit bachelor’s degree?,"The maximum enrollment duration for a full-time student in a 240-credit bachelor’s degree at the University of Barcelona (UB) is 3 years, including the first year of study.",0.8515319216643005,0.1360417792247259,0.17153651411319448,A full-time student has a maximum of 7 years of effective enrollment.,A full-time student in a 240-credit bachelor’s degree has a maximum of 7 years of effective enrollment.
What is the maximum enrollment duration for full-time students in dual-degree programs?,The maximum enrollment duration for full-time students in dual-degree programs at the University of Barcelona (UB) is 3 years. This includes the first year of study in the first university and the second year of study in the second university.,0.8715083689951794,0.33988068654191655,0.16394286132870176,A full-time student has a maximum of 8 years of effective enrollment.,A full-time student in a dual degree program has a maximum of 8 years of effective enrollment.
How many additional years are allowed for part-time students?,"Part-time students are allowed to take up to an additional 12 years of study, including the final year of their studies. This is based on the length of the full-time program, which is typically 4 years. However, some universities may have different policies regarding part-time students, so it's best to check with the specific university you are interested in attending.",0.8640363433698388,0.06860386041170978,0.19061407979691683,3 years.,Part-time students are granted 3 additional years beyond the standard limit.
How is full-time enrollment defined in terms of credits?,"Full-time enrollment in Statistics at the Faculty of Economics and Business of the University of Barcelona (UB) means that you are enrolled in at least 12 credits per semester. This means that you are expected to attend classes and participate in class discussions and activities, as well as complete assignments and exams. The exact number of credits required for full-time enrollment may vary depending on the specific course and the requirements of the program. However, it is generally recommended that students aim to complete at least 12 credits per semester to ensure that they are making progress towards their degree.",0.5095940669844577,0.10266781683109029,0.13418580362614504,An annual average of 46 credits or more during the first five years.,Full-time enrollment is defined as registering an annual average of 46 credits or more during the first five years.
Do awarded or transferred credits count toward retention requirements?,"Yes, awarded or transferred credits count toward retention requirements. Retention requirements are based on the number of credits required for graduation, and the number of credits earned during the academic year. If you have earned credits from other institutions, such as transfer credits, these credits will count toward your retention requirements.",1.0000000000000002,0.03813788855331438,0.17558482514564724,No.,"No, awarded and transferred credits do not count as completed credits for retention purposes."
When is a student considered to have withdrawn from their studies?,"A student is considered to have withdrawn from their studies when they have officially notified the university that they are no longer attending classes or participating in university activities. This can happen for various reasons, such as failing to attend classes or participate in assignments, dropping out of a course, or requesting a leave of absence. The university may also initiate formal withdrawal procedures, such as sending a letter of withdrawal or notifying the student's academic advisor.",1.0,0.12081816265994623,0.16270962789488191,When two consecutive academic years pass without enrollment.,A student is considered withdrawn when two consecutive academic years pass without enrollment.
What happens if a student withdraws but has already passed some credits?,"If a student withdraws but has already passed some credits, the university will consider the credits as earned and will not count them towards the student's final grade. However, if the student has not yet completed all the credits required for the degree, they will be required to complete the remaining credits before they can receive a final grade. The university may also require the student to complete additional coursework or submit additional work to fulfill the degree requirements.",0.8581471785906533,0.10221915216104677,0.3849947499568539,They may apply for readmission to the dean's office.,They may apply for readmission to the dean's office if a student withdraws but has already passed some credits.
Are mobility students subject to permanence regulations?,"Yes, mobility students are subject to permanence regulations. These regulations ensure that students who have completed their studies abroad are able to return to their home country and continue their studies at the same institution. Mobility students are required to complete a minimum of 12 months of full-time study in their home country before they can apply for permanent residence.",1.0,0.03788437783711872,0.18747670014193013,No.,"No, mobility students are exempt of the permanence regulation during the year they study at another university."
What happens if a student does not meet permanence conditions?,"If a student does not meet permanence conditions, they will be required to leave the program and reapply for admission. The university may also consider the student's academic performance, extracurricular activities, and other factors in determining whether to grant them a second chance.",0.9837150629099712,0.3634963265271893,0.41379080428130627,They must withdraw from the program.,They must withdraw from the program if they don't meet permanence conditions.
How many computer labs are available at the Faculty?,"I do not have access to the latest information about the faculty of economics and business of the university of barcelona. However, according to the university's website, the faculty has several computer labs available for students. You can check the website or contact the faculty's administration for more information about the availability of computer labs.",0.0,0.02722988588179817,0.11309045637977268,15.,There are fifteen computer labs at the faculty.
Where are the computer labs located?,"The computer labs located at the Faculty of Economics and Business of the University of Barcelona (UB) are located in the following locations:

1. Campus de Sant Pau: The computer labs are located in the Computer Science and Engineering building (CSE) on the Campus de Sant Pau.

2. Campus de les Glòries: The computer labs are located in the Computer Science and Engineering building (CSE) on the Campus de les Glòries.

3. Campus de les Glòries: The computer labs are located in the Computer Science and Engineering building (CSE) on the Campus de les Glòries.

4. Campus",0.7305899143403972,0.08875459026539917,0.13995129106141713,"They are located on the ground floor of Tower II of Building 690, the basement of Tower IV of Building 690, and the second floor of Building 696.","The computer labs are located on the ground floor of Tower II of Building 690, the basement of Tower IV of Building 690, and the second floor of Building 696."
Who can access the computer labs?,"Anyone who is a registered student of the University of Barcelona (UB) is eligible to access the computer labs. The labs are open to all students, regardless of their academic status or major.",0.7622562682029796,0.11247396487891399,0.1695010858257242,Only members of the University.,Only members of the University who identify themselves as such can acces to the computer labs.
What are the opening hours of the computer labs during the academic term?,"I do not have access to the specific opening hours of the computer labs at the faculty of economics and business of the university of barcelona. However, you can check the official website of the university or contact the information desk of the faculty for more information.",0.0,0.06575904446078602,0.13447013288264512,From 8:00 AM to 9:00 PM.,The computer labs are open from 8:00 AM to 9:00 PM.
How many study rooms are available at the Faculty?,"I do not have access to the latest information about the faculty of economics and business of the university of barcelona. However, according to the university's official website, the faculty has 10 study rooms available for students.",0.7725429064359847,0.5815779324621245,0.6384190623201818,Ten rooms.,There are ten study rooms at the faculty.
Where are the study rooms located?,The study rooms are located on the 2nd floor of the Faculty of Economics and Business of the University of Barcelona (UB).,0.7415356068113246,0.09604623595492429,0.31034400715772636,"Five rooms are on the ground floor of Building 696, two rooms are on the second floor of Building 696, and three rooms are in Building 690.","Five rooms are on the ground floor of Building 696, two rooms are on the second floor of Building 696, and three rooms are in Building 690."
What sports facilities are available through the UB Sports Service?,"The UB Sports Service provides various sports facilities for students, faculty, and staff at the University of Barcelona (UB). Some of the facilities available through the service include:

1. Sports Hall: The UB Sports Hall is a multi-purpose sports facility that can be used for various sports activities, including basketball, volleyball, badminton, and table tennis.

2. Gym: The UB Sports Service offers a state-of-the-art gym with various equipment, including treadmills, stationary bikes, weight machines, and free weights.

3. Swimming Pool: The UB Sports Service has a swimming pool that is open to students, faculty",0.9407129239701447,0.24552365607468704,0.34127948075687153,"Facilities include a swimming pool, tennis and paddle tennis courts, aerobics and fitness rooms, a soccer field with artificial turf, a rugby field, a multi-purpose gymnasium, and an athletic track.","UB Sport Service facilities include a swimming pool, tennis and paddle tennis courts, aerobics and fitness rooms, a soccer field with artificial turf, a rugby field, a multi-purpose gymnasium, and an athletic track."
How much does it cost to rent a locker for an academic year?,"I do not have access to the latest pricing information for rental lockers. However, according to the university of barcelona's website, the cost of renting a locker for an academic year is approximately 10 euros per month. This includes the cost of the locker, the rental fee, and the use of the locker. It's best to check the university's website or contact their rental office for the most up-to-date pricing information.",0.0,0.07597358019327595,0.3689108432419117,11 euros.,The locker costs 11 euros per academic year.
What must students provide when renting a locker?,"Students must provide the following when renting a locker:

1. A valid UB ID card or a photo ID (such as a passport or driver's license)
2. A deposit of 10 euros (or the equivalent in other currencies)
3. A valid credit card or a cash deposit (in case of damage or loss)
4. A lock (or combination lock) for the locker
5. A key or a code for the locker (if the lock is electronic)
6. A receipt for the rental fee (if the locker is not rented for a specific period)

Note that the deposit amount may vary",0.9846432372606948,0.24810576601529527,0.32621052160502495,Their own lock.,They must provide their own lock when they rent a locker.
What types of events can Faculty spaces be rented for?,"Faculty spaces at the University of Barcelona (UB) can be rented for various events, including conferences, seminars, workshops, training sessions, and other academic and professional events. These spaces are available for rent on a daily, weekly, or monthly basis, depending on the type of event and the availability of the space. The Faculty spaces are equipped with modern technology, comfortable seating, and ample space for exhibitions, presentations, and other activities.",0.7698653289479399,0.2375137690763262,0.39338641021202037,"They can be rented for conferences, lectures, exams, commercials, and films.","The faculty spaces can be rented for conferences, lectures, exams, commercials, and films."
How can the Faculty spaces be rented?,"The Faculty spaces at the University of Barcelona (UB) can be rented through the UB's Faculty of Economics and Business (FEB) website. Here are the steps to follow:

1. Go to the UB's FEB website (https://www.ub.edu/feb/en/home.html)
2. Click on the ""Rentals"" tab
3. Select the type of space you want to rent (e.g. Conference room, seminar room, etc.)
4. Choose the date and time you want to rent the space
5. Pay the rental fee (depending on the type of space and the duration of the rental",0.7594367258692974,0.08215598289060014,0.1393953923742327,They can be rented by the hour or by the day.,The faculty spaces can be rented by the hour or by the day.
Who can access the library on weekends and holidays?,"The library on weekends and holidays is open to all students, faculty, and staff of the University of Barcelona (UB) and its affiliated institutions. However, access may be limited during certain times of the year, such as during the summer months or during university holidays. It is best to check the library's website or contact the library directly for the latest information on library hours and services.",0.8321709732617015,0.3650800308227289,0.39201848401830264,Only members of the University of Barcelona community.,Only members of the University of Barcelona community can access the library on weekends and holidays.
Which external institutions' members can also access the library?,"Yes, external institutions' members can also access the library. The library is open to all students, faculty, and staff of the University of Barcelona (UB) and external institutions.",0.6355199895633086,0.4525877593891994,0.1747109988190674,Members of Catalan public universities and the National Library of Catalonia under the CSUC agreement.,Members of Catalan public universities and the National Library of Catalonia under the CSUC agreement can access the library.
What happens when the library reaches its capacity?,"When the library reaches its capacity, it means that there are more students than available seats. This can happen for various reasons, such as a sudden increase in student enrollment, a sudden increase in the number of library users, or a decrease in the number of library users due to a lack of interest or a decrease in demand. In such cases, the library may need to adjust its services or policies to accommodate the increased demand. The library may also need to consider expanding its facilities or increasing its staffing to meet the increased demand.",1.0,0.06970158599439266,0.2688602286814903,Access is prioritized for members of the UB community.,Access is prioritized for members of the UB community when the library reaches its capacity.
How many bars are available at the Faculty?,"I do not have access to the latest information about the faculty of economics and business of the university of barcelona. However, according to the university's website, the faculty has several bars and cafes, including the bar de la facultat, the bar de la facultat de dret, and the bar de la facultat de ciències econòmiques. It's best to check the university's website or contact the faculty directly for the most up-to-date information.",0.0,0.014865332169164176,0.13492393136009995,Two.,There are two bars at the faculty.
Where are the bars located?,The bars are located on the ground floor of the Faculty of Economics and Business of the University of Barcelona (UB).,0.5919102293339168,0.06704615754461118,0.11674950969306044,One is in Building 690 and the other in Building 696.,The bar are located in Building 690 and the other in Building 696.
Until what time are the bars open?,The bars at the University of Barcelona (UB) are open until 2:00 AM on weekdays and until 3:00 AM on weekends.,0.6266389606691547,0.061828349163983595,0.13550278856096418,8:00 PM.,The bar service are open until 8:00 PM.
When does the scholarship application period usually take place?,The scholarship application period usually takes place in the fall semester of the academic year. The exact date and time of the application period may vary depending on the specific scholarship program and the university. It is best to check the official website or contact the scholarship office of the university for the most up-to-date information.,0.0,0.15380871615850303,0.19402668464552872,The application period usually runs from late March to mid-May each year.,The scholarship application period usually runs from late March to mid-May each year.
Where must students submit the scholarship application?,"Students must submit the scholarship application to the International Office of the University of Barcelona (UB). The address for the International Office is:

International Office
Universitat de Barcelona
Carrer de la Reina Elisenda, 10
08028 Barcelona
Spain

The scholarship application can be submitted online through the UB's website.",0.7318524696830387,0.07457251544396,0.16560184636986106,On the AGAUR website.,Students must apply to the scholarship using the Generalitat form available on the AGAUR website.
What should students do if they are unsure about what they will study when applying for the scholarship?,"If you are unsure about what you will study when applying for the scholarship, you can contact the scholarship's administrator or the university's admissions office for guidance. They will be able to provide you with more information about the program and the requirements for the scholarship. They may also be able to answer any questions you have about the scholarship and its application process.",0.9337273114992432,0.09571284366742938,0.16203889680365557,They should still apply within the deadline and list the programs they consider most likely.,"If they are unsure about what to study, they should still apply the scholarship within the deadline and list the programs they consider most likely."
Can students modify their study choices after submitting the scholarship application?,"Yes, students can modify their study choices after submitting the scholarship application. The scholarship application process is designed to allow students to choose their preferred study program, and the scholarship committee will consider the student's preferences and the available scholarship opportunities. However, the scholarship committee may also have the discretion to reject a student's application if they do not meet the eligibility criteria or if the scholarship program does not offer the desired study program. Therefore, it is essential for students to carefully review the scholarship application requirements and select the study program that best fits their academic and career goals.",0.9999996657163793,0.20436862782916074,0.3002756602743956,"Yes, in September.","Yes, in September the form reopens and students can modify their study choices if necessary."
What does the tuition scholarship cover?,The tuition scholarship provided by the University of Barcelona covers the full cost of tuition fees for the student. This means that the student will not have to pay any additional fees or charges for attending classes or participating in extracurricular activities.,0.7683947672174859,0.32594396911707313,0.36143873215627986,It consists of an exemption from the public fee for academic services for credits enrolled for the first time.,The tuition scholarship cover an exemption from the public fee for academic services for credits enrolled for the first time.
What is the minimum amount for the variable scholarship?,"The minimum amount for the variable scholarship is €1,000 per year.",0.9999996530090772,0.06220890549404459,0.16343204617236043,60 euros.,The minimum variable amount is €60.
Which factors determine the variable scholarship amount?,"The factors that determine the variable scholarship amount depend on the scholarship program and the university. However, some common factors include:

1. Academic performance: Scholarships are awarded based on academic performance, such as grades, GPA, and coursework.

2. Need: Scholarships are awarded based on financial need, which is determined by the university's financial aid office.

3. Extracurricular activities: Scholarships may also consider extracurricular activities, such as volunteering or leadership positions, as part of the application process.

4. Residency: Some scholarships may require students to be residents of the university's area of study.

5",0.0,0.15569321065233724,0.172823273783871,"It depends on family income, the student's GPA, and the total scholarship budget allocated by the Ministry.","The variable amount depends on family income, the student's GPA, and the total scholarship budget allocated by the Ministry."
What fixed scholarship amounts can students receive?,"Students at the University of Barcelona (UB) can receive fixed scholarship amounts for their studies in the Faculty of Economics and Business. The exact amount of scholarship varies depending on the student's academic background, level of study, and other factors. However, the university provides a range of scholarships to support students' academic and personal development.",0.5973949586913399,0.11885636772327787,0.14565002734368906,"Students may receive €1,700 for income, €2,700 for residency, and between €50 and €125 for academic excellence.","Students may receive a fixed scholarship of €1,700 for income, €2,700 for residency, and between €50 and €125 for academic excellence."
How many credits must a student enroll in to be eligible for a scholarship?,"The number of credits required to be eligible for a scholarship depends on the specific scholarship program and the university. However, most scholarships require a minimum number of credits to be enrolled in the program. The exact number of credits required may be stated in the scholarship application or on the scholarship website. It's always best to check the specific requirements of the scholarship you are interested in applying for.",0.0,0.08770043987648998,0.5001303887112099,30 credits.,Students must enroll in at least 30 credits to be eligible for a scholarship.
Who receives the tuition scholarship?,The tuition scholarship is awarded to students who are enrolled in the Statistics program at the Faculty of Economics and Business of the University of Barcelona (UB).,0.6434608355229758,0.43112160350482664,0.43112160350482664,Everyone who is awarded the scholarship receives the tuition scholarship.,Everyone who is awarded the scholarship receives the tuition scholarship.
Who can receive the academic excellence scholarship?,The academic excellence scholarship is available for students enrolled in the Statistics program at the Faculty of Economics and Business of the University of Barcelona (UB). The scholarship is not restricted to any specific group or category of students.,0.7526263083176244,0.3815171147877793,0.136660978421715,Only students enrolled in full-time studies.,Only students enrolled in full-time studies can receive the academic excellence scholarship.
Which income threshold allows students to receive the fixed income amount?,"The income threshold for receiving the fixed income amount is €25,000 per year.",0.8751081658544543,0.1345798534636481,0.17568607897178493,Only students in income threshold 1.,Only students in income threshold 1 can receive the fixed amount.
What scholarship components can students in income threshold 2 receive?,"Students in income threshold 2 of the Statistics program at the Faculty of Economics and Business of the University of Barcelona (UB) can receive various scholarship components, such as:

1. Financial aid: The university offers several financial aid programs, including grants, scholarships, and loans, to help students cover their tuition and living expenses.

2. Research opportunities: The university offers research opportunities to students in the Statistics program, such as internships, research projects, and thesis supervision.

3. Professional development: The university provides professional development opportunities, such as workshops, seminars, and conferences, to help students develop their skills and",0.6942462582148087,0.08013466446500231,0.12482063747241309,They receive the residency amount and the variable amount.,Studnets in income threshold 2 can receive the residency amount and the variable amount.
What scholarship amounts can students enrolled in 48 to 59 credits receive?,"Students enrolled in 48 to 59 credits can receive a scholarship of up to 1,500 euros per semester. This scholarship is available to all students who have completed at least 48 credits and are enrolled in at least 59 credits. The scholarship is awarded based on academic performance and financial need.",0.8522065240028476,0.1102157764341142,0.11021342441468943,They can receive a fixed income-based award of €350 and a fixed residency-based award of €350.,They can receive a fixed income-based award of €350 and a fixed residency-based award of €350.
What scholarship amount do students enrolled in 30 to 47 credits receive?,"Students enrolled in 30 to 47 credits receive a scholarship of 1,500 euros per semester.",0.9863378799895882,0.4461469020077851,0.5441868467828497,They only receive the minimum variable award.,Students enrolled in 30 to 47 credits only receive the minimum variable award.
What is required for non-EU applicants to be eligible for the scholarship?,"Non-EU applicants to the scholarship are required to meet the following requirements:

1. Have a Bachelor's degree in Statistics or a related field from a recognized university.
2. Have a minimum GPA of 2.5 on a 4.0 scale.
3. Have a strong academic record and a demonstrated interest in Statistics.
4. Be fluent in Spanish or English.
5. Be able to demonstrate financial need.
6. Be a citizen of an EU country or a national of a country that is a member of the European Economic Area (EEA) or Switzerland.
7. Be a citizen of a country that is not an EU country or a member",0.9514848995491082,0.10409473242291375,0.13527260123376678,They must have a residence permit in Spain (NIE or TIE).,They must have a residence permit in Spain (NIE or TIE) to apyly for the scholarship.
What nationality requirement must scholarship applicants meet?,The nationality requirement for scholarship applicants at the University of Barcelona (UB) is that they must be citizens of Spain or have a valid residence permit in Spain.,0.7112778908859516,0.5096262506471592,0.4691085724435466,They must be Spanish citizens or nationals of a European Union member state.,They must be Spanish citizens or nationals of a European Union member state to apply for the scholarship.
Can a student apply for the scholarship if they already hold a degree of the same or higher level?,"Yes, a student can apply for the scholarship if they already hold a degree of the same or higher level. The scholarship is open to students who are enrolled in a Statistics program at the Faculty of Economics and Business of the University of Barcelona (UB). The scholarship is awarded based on academic merit and financial need.",0.5658054669306816,0.06486769138227891,0.3625465063858431,"No, they cannot apply.","No, they cannot apply for the scholarship if they already hold a degree of an equal or higher level."
What academic requirement must second-year students meet to receive the scholarship?,"Second-year students at the Faculty of Economics and Business of the University of Barcelona (UB) must meet the following academic requirement to receive the scholarship:

1. They must have completed at least 120 ECTS credits (equivalent to 2 years of full-time study) in Economics, Finance, Statistics, or a related field.

2. They must have a minimum GPA of 8.0 out of 10.0 (on a 4.0 scale) in their final year of study.

3. They must have a strong academic record, with a focus on research and independent study.

4. They must demonstrate a commitment to",0.747693537674015,0.3146685367212916,0.11780193329752994,They must pass at least 65% of the credits they enrolled in.,They must pass at least 65% of the credits they enrolled in to receive the scholarship.
What happens if a student cancels their enrollment or withdraws from studies without completing the final year project within two years?,"If a student cancels their enrollment or withdraws from studies without completing the final year project within two years, they will be considered to have withdrawn from the program. This means that they will not receive a degree or diploma, and they will not be eligible for any financial aid or scholarships. They will also be subject to disciplinary action, including possible expulsion from the university.",0.9501659089788986,0.11243331346533214,0.20731163423307278,"They must return all awarded aid, including the tuition scholarship.","If a student cancels their enrollment or withdraws from studies without completing the final year project within two years, they must return all awarded aid, including the tuition scholarship."
What happens if a student does not pass at least 40% of the enrolled credits?,"If a student does not pass at least 40% of the enrolled credits, they will be required to repeat the course(s) they did not pass. This is known as a ""failure"" or ""drop"" in the academic system. The student will be required to retake the course(s) and will be placed on academic probation. If the student fails to pass the course(s) within the probationary period, they will be required to withdraw from the program.",0.9879405143751979,0.0848208837591965,0.17060605321341843,They must return the awarded aid except for the tuition scholarship.," If a student does not pass at least 40% of the enrolled credits, they must return the awarded aid except for the tuition scholarship."
What tuition reduction do students from a general-category large family receive?,Students from a general-category large family receive a tuition reduction of 50% on the tuition fee for their first year of studies at the University of Barcelona. This reduction is applicable to students who have a family income of less than 60% of the average income in the Barcelona Metropolitan Area.,0.789540454242502,0.5220067588389021,0.4690140821121961,They receive a 50% reduction in tuition fees for enrolled credits.,"General categpry large family receive a 50% reduction in tuition fees for enrolled credits, as well as in academic record management and certificate issuance fees."
For which credits does the first-year exemption for honors students apply?,The first-year exemption for honors students applies to the first year of the Statistics program at the Faculty of Economics and Business of the University of Barcelona (UB).,0.8896440017406121,0.33888880435253543,0.12839153999950623,To all credits in which they enroll for the first time during the first year of their official university studies.,It applies to all credits in which they enroll for the first time during the first year of their official university studies.
What level of disability entitles a student to a tuition fee exemption?,"A student who is entitled to a tuition fee exemption at the University of Barcelona (UB) must have a disability that meets the following criteria:

1. A physical or mental disability that prevents the student from attending classes or participating in university activities.
2. A disability that requires specialized accommodations, such as a wheelchair or other assistive devices.
3. A disability that affects the student's ability to complete coursework or participate in extracurricular activities.

The specific criteria for each type of disability may vary depending on the university's policies and procedures.",0.7023029574400109,0.04617417547037629,0.16287821251074436,33% or higher.,Students with a disability degree of 33% or higher are entitled to a tuition fee exemption.
Are victims of terrorist acts entitled to tuition fee exemptions?,"Yes, victims of terrorist acts are entitled to tuition fee exemptions in the case of universities in Spain. The law provides for this exemption for students who have been directly affected by terrorist attacks or who have lost their lives in terrorist acts. The exemption is granted to students who have been victims of terrorism and have been admitted to a university in Spain. The law also provides for exemptions for students who have been victims of terrorism and have been admitted to a university in another EU country.",0.8908741399154443,0.2912417375721802,0.5340490242838348,Yes.,"Yes, victims of terrorist acts, as well as their children and spouse, are entitled to tuition fee exemptions."
Do victims of gender-based violence qualify for tuition fee exemptions?,"Yes, victims of gender-based violence may qualify for tuition fee exemptions at the University of Barcelona (UB). The university offers various scholarships and grants to support students who are facing financial difficulties. These scholarships are available to both undergraduate and graduate students, and they are based on academic merit, financial need, and other relevant factors. The university also provides financial assistance to students who are experiencing financial difficulties due to the COVID-19 pandemic.",0.8250379520317089,0.29393198529801556,0.34137421836101334,Yes.,"Yes, victims of gender-based violence, both within and outside an intimate partner relationship, and their dependent children are entitled to tuition fee exemptions."
How is the tuition exemption applied for credits with honors in university studies?,"The tuition exemption for credits with honors in university studies is applied based on the number of credits that are equivalent to the number of credits required for the corresponding degree program. For example, if you are enrolled in a Bachelor's degree program with 120 credits, and you receive 12 credits with honors, the tuition exemption for those credits would be applied to the remaining 108 credits. This means that you would only pay tuition fees for the remaining 108 credits, which would be equivalent to the number of credits required for the degree program.",0.9853628676300307,0.9497895904132777,0.5331229237466111,Students receive an exemption from tuition fees for a number of credits equivalent to those in which they obtained honors.,Students receive an exemption from tuition fees for a number of credits equivalent to those in which they obtained honors.
