question,answer,answer_relevancy,answer_correctness_SA,answer_correctness_LA,SA,LA
What are the opening hours of the computer labs during the academic term?,"As an expert in statistics from the Faculty of Economics and Business at the University of Barcelona, I can confirm that the exact opening hours for computer labs during the academic term vary depending on the specific institution's policies and the availability of resources. Typically, these labs open early in the morning to accommodate students who need access before classes start or after class ends when they might be working on projects or assignments. The closing time is usually set to allow sufficient time for maintenance and cleaning, as well as to ensure that all equipment is properly shut down before the end of the day. For precise information, it would be best to check the official website or contact the relevant department directly.",0.0,0.08514577182880857,0.16489359920926824,From 8:00 AM to 9:00 PM.,The computer labs are open from 8:00 AM to 9:00 PM.
How many study rooms are available at the Faculty?,"I'm sorry, but as an AI language model, I do not have access to real-time information about the number of study rooms available at the Faculty of Economics and Business of the University of Barcelona. However, if you provide me with more specific details or context, I may be able to help you find the answer.",0.0,0.07052716359583176,0.11393768406446848,Ten rooms.,There are ten study rooms at the faculty.
Where are the study rooms located?,"I'm sorry, but as an AI language model, I do not have access to specific information about the location of study rooms in the Faculty of Economics and Business at the University of Barcelona. However, if you provide me with more details or context, I may be able to assist you further.",0.0,0.06679617586729512,0.06679617586729512,"Five rooms are on the ground floor of Building 696, two rooms are on the second floor of Building 696, and three rooms are in Building 690.","Five rooms are on the ground floor of Building 696, two rooms are on the second floor of Building 696, and three rooms are in Building 690."
What sports facilities are available through the UB Sports Service?,"I'm sorry, but as an AI language model, I do not have access to real-time information about specific sports facilities available through the UB Sports Service. However, typically, such services offer various options for students interested in physical activity, including gymnasiums, swimming pools, fitness centers, and outdoor sports fields.",0.0,0.23391688386315565,0.47693076685096925,"Facilities include a swimming pool, tennis and paddle tennis courts, aerobics and fitness rooms, a soccer field with artificial turf, a rugby field, a multi-purpose gymnasium, and an athletic track.","UB Sport Service facilities include a swimming pool, tennis and paddle tennis courts, aerobics and fitness rooms, a soccer field with artificial turf, a rugby field, a multi-purpose gymnasium, and an athletic track."
How much does it cost to rent a locker for an academic year?,"The exact cost to rent a locker for an academic year can vary depending on several factors such as location, size, brand, and rental company. Generally, it ranges from €100 to €500 per semester or approximately €200 to €1,000 annually.",0.9656110002709369,0.057987077380437506,0.189618247928567,11 euros.,The locker costs 11 euros per academic year.
What must students provide when renting a locker?,Students must provide identification such as a driver's license or passport to rent a locker.,0.8715821980210444,0.08838520674322943,0.17422611484505415,Their own lock.,They must provide their own lock when they rent a locker.
What types of events can Faculty spaces be rented for?,"Faculty spaces at the University of Barcelona can typically be rented for various academic or administrative purposes such as seminars, workshops, conferences, meetings, and office use.",0.7638331371460746,0.2589052596175836,0.2887029322608572,"They can be rented for conferences, lectures, exams, commercials, and films.","The faculty spaces can be rented for conferences, lectures, exams, commercials, and films."
How can the Faculty spaces be rented?,The Faculty spaces can be rented through the university's official rental system or directly from individual professors who may have available rooms for short-term use.,0.979645973015843,0.10411202406721902,0.1937755936590015,They can be rented by the hour or by the day.,The faculty spaces can be rented by the hour or by the day.
Who can access the library on weekends and holidays?,"The library is open to all students, faculty members, and staff on weekends and holidays for their use.",0.9502553223228579,0.08157185174680849,0.17873777251807565,Only members of the University of Barcelona community.,Only members of the University of Barcelona community can access the library on weekends and holidays.
Which external institutions' members can also access the library?,"The UB Library is open to all its members, including those from external institutions that have formal agreements or partnerships with the university.",0.6190665882458043,0.13538517914649517,0.14645885676911208,Members of Catalan public universities and the National Library of Catalonia under the CSUC agreement.,Members of Catalan public universities and the National Library of Catalonia under the CSUC agreement can access the library.
What happens when the library reaches its capacity?,"When the library reaches its capacity, it may experience overcrowding, which can lead to longer wait times for patrons seeking to borrow books or use other resources.",1.0,0.07412758082648593,0.152419860820642,Access is prioritized for members of the UB community.,Access is prioritized for members of the UB community when the library reaches its capacity.
How many bars are available at the Faculty?,"I'm sorry, but as an AI language model, I do not have access to specific information about the number of bars available at the Faculty of Economics and Business of the University of Barcelona (UB).",0.0,0.030528990115085808,0.10806312644586283,Two.,There are two bars at the faculty.
Where are the bars located?,"I'm sorry, but as an AI language model, I do not have access to real-time information or specific details about the location of bars in any particular city or country. However, I can tell you that bars typically operate during nighttime hours and may be found in various locations such as urban areas, suburbs, or even rural settings depending on local regulations and preferences.",0.0,0.02826343807374689,0.07693097001802028,One is in Building 690 and the other in Building 696.,The bar are located in Building 690 and the other in Building 696.
Until what time are the bars open?,"I'm sorry, but as an AI language model, I do not have access to real-time information about specific establishments or their operating hours. Therefore, I cannot provide you with the exact closing time for any particular bar. It's best to check the official website or social media pages of the establishment in question for up-to-date information on its operating hours.",0.0,0.05442554037520137,0.1092772961446303,8:00 PM.,The bar service are open until 8:00 PM.
When does the scholarship application period usually take place?,"The exact dates for the scholarship application period can vary depending on the specific program or institution, but typically it occurs during the fall semester when students are preparing to start their academic year.",0.0,0.41195214414149106,0.44636099493625436,The application period usually runs from late March to mid-May each year.,The scholarship application period usually runs from late March to mid-May each year.
Where must students submit the scholarship application?,Students must submit their scholarship applications to the relevant department or office within their university.,0.9637020383822502,0.05590147542841325,0.1415490729108028,On the AGAUR website.,Students must apply to the scholarship using the Generalitat form available on the AGAUR website.
What should students do if they are unsure about what they will study when applying for the scholarship?,Students should research various programs to understand their eligibility criteria and requirements before applying for scholarships.,0.7664695562773128,0.13053068744042245,0.16455391532846195,They should still apply within the deadline and list the programs they consider most likely.,"If they are unsure about what to study, they should still apply the scholarship within the deadline and list the programs they consider most likely."
Can students modify their study choices after submitting the scholarship application?,I'm not aware of any specific policy regarding whether students can change their study choices once they have submitted a scholarship application. It's best to check directly with the university or relevant department for official guidelines.,0.0,0.29065016170575997,0.425407966457968,"Yes, in September.","Yes, in September the form reopens and students can modify their study choices if necessary."
What does the tuition scholarship cover?,Tuition scholarships typically cover the cost of tuition fees for students pursuing higher education.,0.8808441897944942,0.10577111524771576,0.4665207245113291,It consists of an exemption from the public fee for academic services for credits enrolled for the first time.,The tuition scholarship cover an exemption from the public fee for academic services for credits enrolled for the first time.
What is the minimum amount for the variable scholarship?,"As an expert in statistics from the Faculty of Economics and Business at the University of Barcelona, I can confirm that there isn't any specific information provided about the minimum amount for a variable scholarship. The details regarding such scholarships would typically be outlined in the official guidelines or application materials issued by educational institutions offering them.",0.0,0.042746956553158647,0.12012174782603037,60 euros.,The minimum variable amount is €60.
Which factors determine the variable scholarship amount?,"The variable scholarship amount is determined by various factors such as academic performance, extracurricular activities, financial need, and personal achievements.",0.9938695982587276,0.1531995223009241,0.17970449436068955,"It depends on family income, the student's GPA, and the total scholarship budget allocated by the Ministry.","The variable amount depends on family income, the student's GPA, and the total scholarship budget allocated by the Ministry."
What fixed scholarship amounts can students receive?,"Students in Spain may be eligible for various fixed scholarships based on their academic performance, financial need, or other criteria set by educational institutions or government programs. These scholarships typically come with specific conditions such as maintaining certain grades or completing a particular program duration.",0.5080813332771072,0.14064462337720346,0.1658305231522663,"Students may receive €1,700 for income, €2,700 for residency, and between €50 and €125 for academic excellence.","Students may receive a fixed scholarship of €1,700 for income, €2,700 for residency, and between €50 and €125 for academic excellence."
How many credits must a student enroll in to be eligible for a scholarship?,"To be eligible for a scholarship, a student typically needs to enroll in a certain number of credits that varies depending on the specific program or institution's requirements.",0.0,0.07881738377851102,0.4890796447325272,30 credits.,Students must enroll in at least 30 credits to be eligible for a scholarship.
Who receives the tuition scholarship?,"I'm sorry, but I cannot provide an accurate answer to that question as it is not clear who ""you"" refers to in this context. Could you please clarify or rephrase your query?",0.0,0.025258122515238637,0.025241635256214326,Everyone who is awarded the scholarship receives the tuition scholarship.,Everyone who is awarded the scholarship receives the tuition scholarship.
Who can receive the academic excellence scholarship?,"The academic excellence scholarship is typically awarded to students who demonstrate exceptional academic performance, leadership qualities, or potential for future success in their field of study.",0.8761009927882785,0.4998377932018645,0.41138591664686386,Only students enrolled in full-time studies.,Only students enrolled in full-time studies can receive the academic excellence scholarship.
Which income threshold allows students to receive the fixed income amount?,The fixed income amount is typically provided to students whose annual household income does not exceed a certain threshold set by the government or educational institution.,0.7147906211645557,0.14845842498039363,0.17957523037483109,Only students in income threshold 1.,Only students in income threshold 1 can receive the fixed amount.
What scholarship components can students in income threshold 2 receive?,"Students in income threshold 2 may be eligible for various scholarships offered by their university or government programs, which could include financial aid, grants, bursaries, or specific funding opportunities tailored to meet their educational needs.",0.9019066763037293,0.08204183579620267,0.1574055093270985,They receive the residency amount and the variable amount.,Studnets in income threshold 2 can receive the residency amount and the variable amount.
What scholarship amounts can students enrolled in 48 to 59 credits receive?,Students enrolled in 48 to 59 credits may be eligible for scholarships ranging from €100 to €200 per semester.,0.9528447161947615,0.11215794078538156,0.11216322717919952,They can receive a fixed income-based award of €350 and a fixed residency-based award of €350.,They can receive a fixed income-based award of €350 and a fixed residency-based award of €350.
What scholarship amount do students enrolled in 30 to 47 credits receive?,"I'm sorry, but as an AI language model, I do not have access to specific information about scholarships for individual students or their enrollment levels. However, universities typically offer different types of scholarships based on various criteria such as academic performance, financial need, extracurricular activities, etc., which can vary widely depending on the institution's policies and funding sources. To get accurate information about scholarships for your specific situation, it would be best to consult directly with the university's financial aid office or visit their website for detailed scholarship opportunities and eligibility requirements.",0.0,0.05878784623587154,0.08439585816290339,They only receive the minimum variable award.,Students enrolled in 30 to 47 credits only receive the minimum variable award.
What is required for non-EU applicants to be eligible for the scholarship?,"Non-EU applicants must meet specific eligibility criteria set by the university or scholarship provider, which typically includes academic performance, language proficiency, and sometimes financial need assessments.",0.762902732773917,0.08893133476659582,0.12371626513386588,They must have a residence permit in Spain (NIE or TIE).,They must have a residence permit in Spain (NIE or TIE) to apyly for the scholarship.
What nationality requirement must scholarship applicants meet?,"Scholarship applicants typically need to demonstrate financial need or academic merit, but there is no specific nationality requirement for most scholarships offered in higher education institutions globally.",0.7711299825024417,0.07445425707156417,0.13692790583839912,They must be Spanish citizens or nationals of a European Union member state.,They must be Spanish citizens or nationals of a European Union member state to apply for the scholarship.
Can a student apply for the scholarship if they already hold a degree of the same or higher level?,"Yes, a student can apply for the scholarship even if they already have a degree of the same or higher level, as long as their qualifications meet the specific requirements outlined in the application process.",0.9229058267743208,0.09186384144519244,0.1987850440713053,"No, they cannot apply.","No, they cannot apply for the scholarship if they already hold a degree of an equal or higher level."
What academic requirement must second-year students meet to receive the scholarship?,Second-year students must pass their final exams in order to be eligible for the scholarship.,0.8916783334595516,0.4307041497046745,0.4508421489343034,They must pass at least 65% of the credits they enrolled in.,They must pass at least 65% of the credits they enrolled in to receive the scholarship.
What happens if a student cancels their enrollment or withdraws from studies without completing the final year project within two years?,"If a student cancels their enrollment or withdraws from studies before completing the final year project within two years, they may face penalties such as failing to graduate on time or having to repeat certain courses, depending on the institution's policies.",0.0,0.1006438136174911,0.20370147077688186,"They must return all awarded aid, including the tuition scholarship.","If a student cancels their enrollment or withdraws from studies without completing the final year project within two years, they must return all awarded aid, including the tuition scholarship."
What happens if a student does not pass at least 40% of the enrolled credits?,"If a student does not pass at least 40% of the enrolled credits, they may fail the course or be required to retake it.",1.0000000000000002,0.07744477265301881,0.18999363132514768,They must return the awarded aid except for the tuition scholarship.," If a student does not pass at least 40% of the enrolled credits, they must return the awarded aid except for the tuition scholarship."
What tuition reduction do students from a general-category large family receive?,"I'm sorry, but as an AI language model, I don't have access to specific information about individual university policies or financial aid programs. However, in general, universities may offer various forms of financial assistance for students from different backgrounds, including those from larger families. These can include scholarships, grants, work-study opportunities, and other types of support that help offset the cost of education. It's best to check directly with your chosen university or contact their financial aid office for more detailed information on any available reductions or benefits specifically tailored to students from general-category large families.",0.0,0.19574172445079593,0.2309908203048142,They receive a 50% reduction in tuition fees for enrolled credits.,"General categpry large family receive a 50% reduction in tuition fees for enrolled credits, as well as in academic record management and certificate issuance fees."
For which credits does the first-year exemption for honors students apply?,The first-year exemption for honors students applies to all courses except those that require a minimum grade point average (GPA) or specific prerequisites that cannot be met without additional credit hours.,0.8576074806210675,0.34746209905079395,0.35509525783474094,To all credits in which they enroll for the first time during the first year of their official university studies.,It applies to all credits in which they enroll for the first time during the first year of their official university studies.
What level of disability entitles a student to a tuition fee exemption?,A student is entitled to a tuition fee exemption if they have been assessed as having a level of disability that qualifies them for such an exemption according to the university's policies or regulations.,0.82770063229025,0.05006021865974611,0.7028602201205478,33% or higher.,Students with a disability degree of 33% or higher are entitled to a tuition fee exemption.
Are victims of terrorist acts entitled to tuition fee exemptions?,"I'm not aware of specific legal provisions regarding whether victims of terrorist acts are entitled to tuition fee exemptions in general educational institutions like universities. The eligibility for such benefits would typically depend on local laws, policies, and individual circumstances.",0.0,0.03928071116144544,0.2044824782920366,Yes.,"Yes, victims of terrorist acts, as well as their children and spouse, are entitled to tuition fee exemptions."
Do victims of gender-based violence qualify for tuition fee exemptions?,"I'm not aware of any specific policy that explicitly exempts victims of gender-based violence from tuition fees at universities like the one in Barcelona. However, many educational institutions have policies to support students facing various challenges, including those affected by gender-based violence. It's advisable to check directly with the university or relevant department for information on such programs or resources available.",0.0,0.03719606183869528,0.16443389829834387,Yes.,"Yes, victims of gender-based violence, both within and outside an intimate partner relationship, and their dependent children are entitled to tuition fee exemptions."
How is the tuition exemption applied for credits with honors in university studies?,The tuition exemption for credits with honors typically involves meeting specific academic criteria such as maintaining high grades or completing certain requirements within a particular timeframe to qualify for reduced fees.,0.8513743921670857,0.19956548257129753,0.19956548257129753,Students receive an exemption from tuition fees for a number of credits equivalent to those in which they obtained honors.,Students receive an exemption from tuition fees for a number of credits equivalent to those in which they obtained honors.
