ID,Q,SA,LA,Source_doc,Source_text,longitud_ref,chunk_relevante,similitud_max,respuesta_con_rag,respuesta_sin_rag,chunk_rec_1_id,chunk_rec_1_doc,chunk_rec_1_texto,chunk_rec_1_sim,chunk_rec_2_id,chunk_rec_2_doc,chunk_rec_2_texto,chunk_rec_2_sim,chunk_rec_3_id,chunk_rec_3_doc,chunk_rec_3_texto,chunk_rec_3_sim
Q_028,What must students over 28 do to obtain internship insurance?,They must purchase a voluntary insurance policy.,Students over 28 must purchase a voluntary intership insurance policy during or after registration.,DOC_002,Students over the age of twenty-eight and students in the Faculty's own programs must purchase a voluntary insurance policy at the time of registration or purchase it afterward. ,178,DOC_002_chunk_0014,1.0,Students over the age of twenty-eight and those enrolled in the Faculty's own programs must purchase a voluntary insurance policy at the time of registration or after purchasing it afterwards.,"Students over 28 who wish to obtain internship insurance typically need to meet specific eligibility criteria set by their university or employer, which may include proof of employment status, completion of certain academic requirements, or additional documentation related to their age group.",DOC_002_chunk_0013,DOC_002,"To do internships, it is mandatory to have an insurance policy that provides medical, accident, liability, and repatriation coverage. Students in official degree programs under the age of twenty-eight purchase the mandatory insurance when they enroll each academic year; this policy already includes these coverages",0.895379364490509,DOC_002_chunk_0014,DOC_002,. Students over the age of twenty-eight and students in the Faculty's own programs must purchase a voluntary insurance policy at the time of registration or purchase it afterward.,0.8631159663200378,DOC_002_chunk_0005,DOC_002,"The deadlines for applying for internships (curricular or extracurricular) require that one week in advance the Career Services Office must have both the company's internship request (properly completed, all correct: prior agreement active and internship offer to GIPE) as well as the student's prior documentation (properly completed, signed, and submitted, all correct): CURRICULAR INTERNSHIPS: ELECTIVE EXCHANGE: you can exchange a previously",0.817743182182312
Q_029,What is the minimum length allowed for the internship final report?,15 pages.,The minumum length of the intership report is 15 pages.,DOC_002,The intership report must have a minimum extension of 15 pages (not counting the annexes) and a maximum of 30 pages.,116,DOC_002_chunk_0010,1.0,"The minimum length allowed for the internship final report is 15 pages (not counting the annexes), according to the given information.","As an intern in the Faculty of Economics and Business at the University of Barcelona, I do not have specific information about the minimum length required for the internship final report. Typically, such guidelines can vary depending on the institution's policies or requirements.",DOC_002_chunk_0010,DOC_002,. The intership report must have a minimum extension of 15 pages (not counting the annexes) and a maximum of 30 pages.,0.8787906765937805,DOC_002_chunk_0009,DOC_002,"Company supervisor: During the last week of the internship, they must complete the evaluation form (40% of the final grade). Academic supervisor: Must schedule a minimum of two meetings with the student and complete two questionnaires: Monitoring (20% of the final grade) throughout the entire internship period. Evaluation of the final intership report (40% of the final grade) within a maximum of fifteen calendar days from the internship end date",0.8529547452926636,DOC_001_chunk_0007,DOC_001,"Internships, both curricular and extracurricular, must be carried out Monday through Friday, excluding holidays, between 8:00 AM and 9:00 PM. The student may work a maximum of 6 hours per day",0.827953577041626
Q_030,What is the maximun length allowed for the internship final report?,30 pages.,The maximum length of the intership report  is 30 pages.,DOC_002,The intership report must have a minimum extension of 15 pages (not counting the annexes) and a maximum of 30 pages.,116,DOC_002_chunk_0010,1.0,The maximum length allowed for the internship final report is 30 pages.,"As an intern in the Faculty of Economics and Business at the University of Barcelona, I do not have specific information about the maximum length allowed for the internship final report. Typically, such details can vary depending on the institution's policies or requirements.",DOC_002_chunk_0010,DOC_002,. The intership report must have a minimum extension of 15 pages (not counting the annexes) and a maximum of 30 pages.,0.8770700693130493,DOC_002_chunk_0009,DOC_002,"Company supervisor: During the last week of the internship, they must complete the evaluation form (40% of the final grade). Academic supervisor: Must schedule a minimum of two meetings with the student and complete two questionnaires: Monitoring (20% of the final grade) throughout the entire internship period. Evaluation of the final intership report (40% of the final grade) within a maximum of fifteen calendar days from the internship end date",0.8496255874633789,DOC_001_chunk_0008,DOC_001,". The student may work a maximum of 6 hours per day. Exceptionally, they may work up to a maximum of 8 hours per day if they are in one of the following situations: if they have 12 credits left to complete their degree, excluding credits for the Final Degree Project, if they are a student in the EUS program or if the internship takes place during the months of July and August.",0.8278597593307495
Q_031,How many modalities of the Bachelor’s Thesis are defined?,Four modalities.,There are four modalities of the Bachelor’s Thesis.,DOC_003,There are four modalities of Bachelor’s Thesis,46,DOC_003_chunk_0000,1.0,"There are four modalities of the Bachelor’s Thesis defined: Modality A, Modality B, Modality C, and Modality D.","The Bachelor's Thesis typically has three main modalities in most universities, including one for research-based projects, another for applied studies focusing on practical applications, and a third for theoretical work exploring academic concepts.",DOC_003_chunk_0001,DOC_003,"MODALITY OF Bachelor’s Thesis. There are four modalities of Bachelor’s Thesis: Modality A: Bachelor’s Thesis carried out in the teaching centers.  Modality B: Bachelor’s Thesis carried out in companies or entities, associated with an educational cooperation agreement between the company and the university (External Internships program)",0.8964320421218872,DOC_003_chunk_0002,DOC_003,". Modality C: Bachelor’s Thesis carried out within the framework of mobility, through an academic exchange program.  Modality D: Bachelor’s Thesis carried out in companies or entities, carried out during an educational cooperation agreement, within a mobility framework associated with an academic exchange program.",0.8548802733421326,DOC_003_chunk_0000,DOC_003,Bachelor’s Thesis,0.8282796740531921
Q_032,Can a student carry out the Bachelor’s Thesis with an external company?,Yes.,Students can carry out the Bachelor's Thesis with an external company.,DOC_003,"Modality B: Bachelor’s Thesis carried out in companies or entities, associated with an educational cooperation agreement between the company and the university (External Internships program).",191,DOC_003_chunk_0000,1.0,"Yes, a student can carry out the Bachelor’s Thesis with an external company if they participate in the External Internships program as part of their Bachelor's Thesis under an educational cooperation agreement between the company and the university.","Yes, a student can carry out their Bachelor's Thesis under the guidance of an academic supervisor while working with an external company as part of their research project.",DOC_003_chunk_0000,DOC_003,Bachelor’s Thesis,0.8514553308486938,DOC_003_chunk_0002,DOC_003,". Modality C: Bachelor’s Thesis carried out within the framework of mobility, through an academic exchange program.  Modality D: Bachelor’s Thesis carried out in companies or entities, carried out during an educational cooperation agreement, within a mobility framework associated with an academic exchange program.",0.8484062552452087,DOC_003_chunk_0001,DOC_003,"MODALITY OF Bachelor’s Thesis. There are four modalities of Bachelor’s Thesis: Modality A: Bachelor’s Thesis carried out in the teaching centers.  Modality B: Bachelor’s Thesis carried out in companies or entities, associated with an educational cooperation agreement between the company and the university (External Internships program)",0.8428664803504944
Q_033,Can a student carry out the Bachelor’s Thesis during the exchange?,Yes.,Students can carry out the Bachelor's Thesis during the exchange.,DOC_003,"Modality C: Bachelor’s Thesis carried out within the framework of mobility, through an academic exchange program.",113,DOC_003_chunk_0000,1.0,"Yes, a student can carry out the Bachelor’s Thesis during the exchange as long as it fits within the scope of the academic exchange program.","Yes, a student can carry out their Bachelor's Thesis during an exchange program if they have appropriate arrangements made with both universities involved to ensure that all necessary academic requirements are met simultaneously or sequentially.",DOC_003_chunk_0002,DOC_003,". Modality C: Bachelor’s Thesis carried out within the framework of mobility, through an academic exchange program.  Modality D: Bachelor’s Thesis carried out in companies or entities, carried out during an educational cooperation agreement, within a mobility framework associated with an academic exchange program.",0.8574044704437256,DOC_003_chunk_0000,DOC_003,Bachelor’s Thesis,0.8454391956329346,DOC_003_chunk_0003,DOC_003,"The Bachelor’s Thesis must be done individually. Exceptionally, the Head of Studies may authorize groups of two people, after written justification by the director of the Bachelor’s Thesis. The memory will have a maximum of 50 pages and may contain annexes in case you want to attach complementary information. This point does not affect the Bachelor’s Thesis of Double Degree ECO-EST.",0.8356777429580688
Q_034,What is the maximum number of students allowed for a Bachelor’s Thesis group?,Two students.,"The Bachelor’s Thesis must be done individually, with exceptions allowing groups of two students.",DOC_003,"The Bachelor’s Thesis must be done individually. Exceptionally, the Head of Studies may authorize groups of two people, after written justification by the director of the Bachelor’s Thesis.",189,DOC_003_chunk_0000,1.0,"Exceptionally, the Head of Studies may authorize groups of two people for the Bachelor’s Thesis.","The maximum number of students allowed for a Bachelor's Thesis group typically depends on the specific institution and department guidelines, but it usually ranges from 3 to 5 students per group.",DOC_003_chunk_0003,DOC_003,"The Bachelor’s Thesis must be done individually. Exceptionally, the Head of Studies may authorize groups of two people, after written justification by the director of the Bachelor’s Thesis. The memory will have a maximum of 50 pages and may contain annexes in case you want to attach complementary information. This point does not affect the Bachelor’s Thesis of Double Degree ECO-EST.",0.8682287931442261,DOC_003_chunk_0000,DOC_003,Bachelor’s Thesis,0.8391005992889404,DOC_003_chunk_0004,DOC_003,"The teaching load recognized to the teachers by the direction / authorization of a Bachelor’s Thesis, and by the participation in courts, is the one established by the current regulations of each university. As a guide, the student's dedication to the elaboration of works, must be 25h ' 1 credit, that is, a total of 18 ECTS25h / ECTS.450h of work.",0.8306699395179749
Q_035,What is the maximum number of pages of the Bachelor's Thesis?,50 pages.,The Bachelor's Thesis can be a maximum of 50 pages.,DOC_003,The memory will have a maximum of 50 pages and may contain annexes in case you want to attach complementary information. ,121,DOC_003_chunk_0003,1.0,The Bachelor’s Thesis must have a maximum of 50 pages.,"As an expert in statistics from the Faculty of Economics and Business at the University of Barcelona, I can confirm that there is no specific limit to the length of a Bachelor's Thesis; it depends on the institution's guidelines and the requirements set forth for each thesis project.",DOC_003_chunk_0003,DOC_003,"The Bachelor’s Thesis must be done individually. Exceptionally, the Head of Studies may authorize groups of two people, after written justification by the director of the Bachelor’s Thesis. The memory will have a maximum of 50 pages and may contain annexes in case you want to attach complementary information. This point does not affect the Bachelor’s Thesis of Double Degree ECO-EST.",0.8896708488464355,DOC_003_chunk_0008,DOC_003,"Abstract and Keywords: A summary of the work in the language in which the Bachelor’s Thesis is written must be included, no more than 10 lines long, that synthesizes its essential content. Next, several keywords—no fewer than five and no more than ten—must be provided, indicating the topics addressed in the work",0.8628894686698914,DOC_003_chunk_0000,DOC_003,Bachelor’s Thesis,0.8586613535881042
Q_036,How many hours does a student have to dedicate to their final degree project?,450 hours.,They must dedicate a total of 450 hours to the Bachelor's Thesis.,DOC_003,"As a guide, the student's dedication to the elaboration of works, must be 25h ' 1 credit, that is, a total of 18 ECTS25h / ECTS.450h of work.",141,DOC_003_chunk_0004,1.0,A student has to dedicate a minimum of 300 hours and a maximum of 375 hours to their final degree project.,"The exact number of hours required for a student's final degree project can vary depending on several factors such as the complexity of the project, the institution's guidelines, and the student's workload in other courses. Typically, however, students are expected to allocate significant time—often around 10-20% of their total study time—to completing their projects. This means dedicating anywhere from 50 to 100 hours or more per semester, which is crucial for ensuring that the project meets academic standards and contributes meaningfully to the student's learning experience.",DOC_001_chunk_0008,DOC_001,". The student may work a maximum of 6 hours per day. Exceptionally, they may work up to a maximum of 8 hours per day if they are in one of the following situations: if they have 12 credits left to complete their degree, excluding credits for the Final Degree Project, if they are a student in the EUS program or if the internship takes place during the months of July and August.",0.8352398872375488,DOC_001_chunk_0005,DOC_001,. Each training project must include a minimum of 300 hours and a maximum of 375 hours.,0.8324193954467773,DOC_003_chunk_0004,DOC_003,"The teaching load recognized to the teachers by the direction / authorization of a Bachelor’s Thesis, and by the participation in courts, is the one established by the current regulations of each university. As a guide, the student's dedication to the elaboration of works, must be 25h ' 1 credit, that is, a total of 18 ECTS25h / ECTS.450h of work.",0.8314342498779297
Q_037,Who evaluates the Bachelor’s Thesis?,The tribunal.,A tribunal is responsible for evaluating both the report and the defense.,DOC_003,"The tribunal is responsible for evaluating the report of the work and the defense, in accordance with the objectives established in the teaching guide of the degree, and to communicate the qualification obtained to the student and the CTFG. ",241,DOC_003_chunk_0005,1.0,The Bachelor's Thesis is evaluated by the Bachelor's Thesis Committee.,The Bachelor's Thesis is evaluated by an academic committee or supervisor who oversees its progress and final submission.,DOC_003_chunk_0000,DOC_003,Bachelor’s Thesis,0.8546807765960693,DOC_003_chunk_0003,DOC_003,"The Bachelor’s Thesis must be done individually. Exceptionally, the Head of Studies may authorize groups of two people, after written justification by the director of the Bachelor’s Thesis. The memory will have a maximum of 50 pages and may contain annexes in case you want to attach complementary information. This point does not affect the Bachelor’s Thesis of Double Degree ECO-EST.",0.8292299509048462,DOC_003_chunk_0010,DOC_003,"The submission of the thesis will be made in PDF format and as a single file, through the dropbox that will be set up in the Bachelor’s Thesis area of the Virtual Campus. Therefore, it will not be necessary to print the work unless the Bachelor’s Thesis advisor or the Bachelor’s Thesis Committee explicitly requests it. In that case, the work must be presented printed on both sides of white or recycled DIN-A4 sheets.",0.822097659111023
Q_038,How long does the student's defense of the thesis last?,15 minuts.,The defense lasts 15 minuts.,DOC_003,"A limitation of 15 minutes is established from the start of the call for the student to present himself to the defense.  6. The indicative duration of the act will be 30 minutes, of which approximately 15 minutes will be devoted to the defense of the thesis.",258,DOC_003_chunk_0007,0.996031746031746,"The indicative duration of the act will be 30 minutes, of which approximately 15 minutes will be devoted to the defense of the thesis.","The duration of a student's defense of their thesis can vary depending on the institution and specific requirements set forth in the university regulations. Typically, it might range from 30 minutes to an hour or more, allowing ample time for questions and discussion among the committee members.",DOC_003_chunk_0007,DOC_003,". Of the 4 members, two must be from the UB and two from the UPC.  A limitation of 15 minutes is established from the start of the call for the student to present himself to the defense.  The indicative duration of the act will be 30 minutes, of which approximately 15 minutes will be devoted to the defense of the thesis.",0.8782285451889038,DOC_003_chunk_0000,DOC_003,Bachelor’s Thesis,0.8224126100540161,DOC_003_chunk_0008,DOC_003,"Abstract and Keywords: A summary of the work in the language in which the Bachelor’s Thesis is written must be included, no more than 10 lines long, that synthesizes its essential content. Next, several keywords—no fewer than five and no more than ten—must be provided, indicating the topics addressed in the work",0.808352530002594
Q_039,How many members compose the Bachelor’s Thesis tribunal?,4 members.,"The tribunal consists of at least four members: a president, a secretary, a member, and a substitute.",DOC_003,"The court is composed, at least, of: the president, who directs the entire process of action of the court; the secretary, who guards the evaluation act; a member; a substitute.",176,DOC_003_chunk_0006,1.0,The Bachelor's Thesis tribunal consists of four members. Two must be from the UB and two from the UPC.,"The exact number of members on the Bachelor's Thesis Tribunal can vary depending on the institution or university, but typically it consists of three to five members who oversee the thesis defense process.",DOC_003_chunk_0006,DOC_003,"The members of the tribunal are proposed and appointed by the CTFG from among the teaching staff of the Departments that teach at the GE. The court is composed, at least, of: the president, who directs the entire process of action of the court; the secretary, who guards the evaluation act; a member; a substitute. Of the 4 members, two must be from the UB and two from the UPC",0.8334954977035522,DOC_003_chunk_0003,DOC_003,"The Bachelor’s Thesis must be done individually. Exceptionally, the Head of Studies may authorize groups of two people, after written justification by the director of the Bachelor’s Thesis. The memory will have a maximum of 50 pages and may contain annexes in case you want to attach complementary information. This point does not affect the Bachelor’s Thesis of Double Degree ECO-EST.",0.8171324729919434,DOC_003_chunk_0000,DOC_003,Bachelor’s Thesis,0.8109734058380127
Q_040,How many keywords must the Bachelor’s Thesis include in the abstract?,Between 5 and 10 keywords.,The abstract must include between 5 and 10 keywords.,DOC_003,"Abstract and Keywords: A summary of the work in the language in which the Bachelor’s Thesis is written must be included, no more than 10 lines long, that synthesizes its essential content. Next, several keywords—no fewer than five and no more than ten—must be provided, indicating the topics addressed in the work.",314,DOC_003_chunk_0000,1.0,The Bachelor’s Thesis must include between five and ten keywords in the abstract.,"The exact number of keywords that must be included in the abstract of a Bachelor's Thesis varies depending on the specific guidelines set by the institution or academic program. Typically, it is recommended to include between 3 and 5 keywords that capture the main themes or topics discussed in the thesis.",DOC_003_chunk_0008,DOC_003,"Abstract and Keywords: A summary of the work in the language in which the Bachelor’s Thesis is written must be included, no more than 10 lines long, that synthesizes its essential content. Next, several keywords—no fewer than five and no more than ten—must be provided, indicating the topics addressed in the work",0.8987487554550171,DOC_003_chunk_0003,DOC_003,"The Bachelor’s Thesis must be done individually. Exceptionally, the Head of Studies may authorize groups of two people, after written justification by the director of the Bachelor’s Thesis. The memory will have a maximum of 50 pages and may contain annexes in case you want to attach complementary information. This point does not affect the Bachelor’s Thesis of Double Degree ECO-EST.",0.8333476781845093,DOC_003_chunk_0000,DOC_003,Bachelor’s Thesis,0.8295055627822876
Q_041,How long should the abstract of the final thesis be?,Between 200 and 500 words.,The abstract should be between 200 and 500 words.,DOC_003,"If the language used in the work is one of the two official languages of the UB/UPC (Spanish and Catalan) or a third language other than English, the title, keywords, and an abstract of between 200 and 500 words must be added in English.",237,DOC_003_chunk_0009,1.0,The abstract of the final thesis should be no more than 10 lines long.,"The length of an abstract for a final thesis typically ranges from 150 to 300 words, depending on the specific guidelines provided by your institution or advisor.",DOC_003_chunk_0008,DOC_003,"Abstract and Keywords: A summary of the work in the language in which the Bachelor’s Thesis is written must be included, no more than 10 lines long, that synthesizes its essential content. Next, several keywords—no fewer than five and no more than ten—must be provided, indicating the topics addressed in the work",0.8552460670471191,DOC_003_chunk_0007,DOC_003,". Of the 4 members, two must be from the UB and two from the UPC.  A limitation of 15 minutes is established from the start of the call for the student to present himself to the defense.  The indicative duration of the act will be 30 minutes, of which approximately 15 minutes will be devoted to the defense of the thesis.",0.8360396027565002,DOC_003_chunk_0000,DOC_003,Bachelor’s Thesis,0.8302017450332642
Q_042,Where is the Bachelor’s Thesis submitted?,Through the dropbox of the Virtual Campus.,They will submit the thesis through the dropbox that will be set up in the TFG area of the Virtual Campus.,DOC_003,"The submission of the thesis will be made in PDF format and as a single file, through the dropbox that will be set up in the Bachelor’s Thesis area of the Virtual Campus.",170,DOC_003_chunk_0000,1.0,The Bachelor’s Thesis will be submitted in PDF format and as a single file through the Dropbox set up in the Bachelor’s Thesis area of the Virtual Campus. Printing is optional unless specifically requested by the Bachelor's Thesis advisor or committee.,The Bachelor's Thesis is typically submitted to the faculty or department where the student is enrolled in their program of study.,DOC_003_chunk_0010,DOC_003,"The submission of the thesis will be made in PDF format and as a single file, through the dropbox that will be set up in the Bachelor’s Thesis area of the Virtual Campus. Therefore, it will not be necessary to print the work unless the Bachelor’s Thesis advisor or the Bachelor’s Thesis Committee explicitly requests it. In that case, the work must be presented printed on both sides of white or recycled DIN-A4 sheets.",0.875679612159729,DOC_003_chunk_0000,DOC_003,Bachelor’s Thesis,0.8700237274169922,DOC_003_chunk_0001,DOC_003,"MODALITY OF Bachelor’s Thesis. There are four modalities of Bachelor’s Thesis: Modality A: Bachelor’s Thesis carried out in the teaching centers.  Modality B: Bachelor’s Thesis carried out in companies or entities, associated with an educational cooperation agreement between the company and the university (External Internships program)",0.8453890085220337
Q_043,How many credits must undergraduate students have completed to participate in mobility programs?,60 credits.,They must have completed at least 60 ECTS credits to participate in mobility programs.,DOC_004,"Calls for mobility require that UB students meet, at a minimum, the following requirements: b) provide proof of the language proficiency level required by the foreign institution, as specified in the agreement signed with the UB c) have a minimum of 60 credits completed for undergraduate studies (or the first year completed)  ",328,DOC_004_chunk_0001,1.0,Undergraduate students must have a minimum of 60 credits completed to participate in mobility programs.,Undergraduate students typically need to have completed 180 credits or more to be eligible for participation in mobility programs offered by their university.,DOC_004_chunk_0003,DOC_004,"The mobility student is a full-time student; therefore, the number of credits that a UB student must take at the host university is, as a general rule, the one set by the UB's regulations on academic standing. For undergraduate students, between 23 and 30 ECTS for semester stays or between 46 and 60 ECTS for annual stays",0.8715786933898926,DOC_008_chunk_0006,DOC_008,The student participating in mobility programs is exempt from meeting the conditions established in the Permanence Regulations during the year in which they take credits at another university.,0.8462092876434326,DOC_004_chunk_0001,DOC_004,"Requirements for UB students on international mobility   12.2 Calls for mobility require that UB students meet, at a minimum, the following requirements: b) provide proof of the language proficiency level required by the foreign institution, as specified in the agreement signed with the UB c) have a minimum of 60 credits completed for undergraduate studies (or the first year completed)",0.8456018567085266
Q_044,How many credits do I have to enroll in at a minimum if I go there for a semester of exchange?,Between 23 and 30 ECTS credits.,They must take between 23 and 30 ECTS credits for a semester exchange.,DOC_004,"The mobility student is a full-time student; therefore, the number of credits that a UB student must take at the host university is, as a general rule, the one set by the UB's regulations on academic standing. For undergraduate students, between 23 and 30 ECTS for semester stays or between 46 and 60 ECTS for annual stays.",323,DOC_004_chunk_0003,1.0,"If you plan to participate in an exchange program, you need to enroll in at least 15 credits per semester.","To enroll in a semester of exchange at the University of Barcelona, typically you would need to have completed at least 120 credits towards your degree program.",DOC_004_chunk_0004,DOC_004,". Only in the case of students who have fewer than 60 credits remaining to complete their studies, the minimum number of credits to be taken in international mobility will be 15 credits per semester.",0.8692091703414917,DOC_007_chunk_0002,DOC_007,". If they have enrolled in 30 credits, by the end of the first year they must have passed at least 6 credits to remain in the degree program.",0.8630377650260925,DOC_004_chunk_0002,DOC_004,. One of the requirements to participate in the exchange programs is to have an NIE or DNI.,0.8538050055503845
Q_045,How many ECTS credits are required for a full-year undergraduate mobility stay?,Between 46 and 60 ECTS credits.,Between 46 and 60 ECTS credits are required for a full-year mobility stay.,DOC_004,"The mobility student is a full-time student; therefore, the number of credits that a UB student must take at the host university is, as a general rule, the one set by the UB's regulations on academic standing. For undergraduate students, between 23 and 30 ECTS for semester stays or between 46 and 60 ECTS for annual stays.",323,DOC_004_chunk_0003,1.0,"For an undergraduate student participating in a full-year mobility stay, the requirement is between 46 and 60 ECTS credits.","The exact number of ECTS credits required for a full-year undergraduate mobility stay can vary depending on the institution and program, but it typically ranges from 60 to 120 credits.",DOC_004_chunk_0003,DOC_004,"The mobility student is a full-time student; therefore, the number of credits that a UB student must take at the host university is, as a general rule, the one set by the UB's regulations on academic standing. For undergraduate students, between 23 and 30 ECTS for semester stays or between 46 and 60 ECTS for annual stays",0.9163732528686525,DOC_004_chunk_0001,DOC_004,"Requirements for UB students on international mobility   12.2 Calls for mobility require that UB students meet, at a minimum, the following requirements: b) provide proof of the language proficiency level required by the foreign institution, as specified in the agreement signed with the UB c) have a minimum of 60 credits completed for undergraduate studies (or the first year completed)",0.8343021273612976,DOC_004_chunk_0009,DOC_004,"In the event of a tie between two or more candidates, the following tie-breaking criteria will be applied: First, applications will be ranked based on the number of ECTS credits passed, in descending order. If the tie persists, the spot will be awarded to the applicant who has not previously participated in a mobility program",0.8298565149307251
Q_046,What is the minimum number of credits required if a student has fewer than 60 credits remaining in their degree?,15 credits.,The minimum is 15 credits per semester.,DOC_004,"Only in the case of students who have fewer than 60 credits remaining to complete their studies, the minimum number of credits to be taken in international mobility will be 15 credits per semester. ",198,DOC_004_chunk_0004,1.0,"If a student has fewer than 60 credits remaining in their degree, the minimum number of credits to be taken in international mobility will be 15 credits per semester.","If a student has fewer than 60 credits remaining in their degree, they must have completed at least 120 credits to meet the minimum requirement for graduation.",DOC_007_chunk_0002,DOC_007,". If they have enrolled in 30 credits, by the end of the first year they must have passed at least 6 credits to remain in the degree program.",0.8558956384658813,DOC_004_chunk_0004,DOC_004,". Only in the case of students who have fewer than 60 credits remaining to complete their studies, the minimum number of credits to be taken in international mobility will be 15 credits per semester.",0.8494800329208374,DOC_007_chunk_0001,DOC_007,"Enrollment and retention conditions during the first year of entry into a university degree program: In the first year a student enters a UB degree program, they must enroll in either 60 credits (full-time) or 30 (part-time mode). If they have enrolled in 60 credits, by the end of the first year they must have passed at least 18 credits to remain in the degree program",0.843839704990387
Q_047,What identification document is required to participate in exchange programs?,NIE or DNI,NIE or DNI is required to participate in exchange programs.,DOC_004,One of the requirements to participate in the exchange programs is to have an NIE or DNI.,89,DOC_004_chunk_0002,1.0,"To participate in exchange programs, one must have either an NIE or a DNI as their identification document.","To participate in exchange programs, students typically need an official passport or a valid travel document issued by their home country's government.",DOC_004_chunk_0002,DOC_004,. One of the requirements to participate in the exchange programs is to have an NIE or DNI.,0.8908917307853699,DOC_004_chunk_0000,DOC_004,International exchange program,0.8316167593002319,DOC_008_chunk_0006,DOC_008,The student participating in mobility programs is exempt from meeting the conditions established in the Permanence Regulations during the year in which they take credits at another university.,0.7803429961204529
Q_048,What is the total duration a student can be on exchange for each cycle of study?,12 months.,The total duration of the mobility per student may not exceed 12 months per cycle of studies,DOC_004,"If you have previously been a beneficiary of an Erasmus+ mobility (studies and/or internships), the total duration of the mobility per student may not exceed 12 months per cycle of studies (Bachelor's, Master's).",212,DOC_004_chunk_0005,1.0,"A student can be on exchange for up to 12 months per cycle of studies (Bachelor's, Master's) if they are a beneficiary of an Erasmus+ mobility program.","The total duration a student can be on exchange for each cycle of study varies depending on the specific program and institution, but typically ranges from 1 to 2 semesters or approximately 3 months to 6 months.",DOC_004_chunk_0005,DOC_004,"If you have previously been a beneficiary of an Erasmus+ mobility (studies and/or internships), the total duration of the mobility per student may not exceed 12 months per cycle of studies (Bachelor's, Master's).
It is necessary to meet the specific requirements for each requested destination (language level, specific language‐level certificate, minimum GPA, etc.) in order to be awarded it.",0.8406399488449097,DOC_004_chunk_0003,DOC_004,"The mobility student is a full-time student; therefore, the number of credits that a UB student must take at the host university is, as a general rule, the one set by the UB's regulations on academic standing. For undergraduate students, between 23 and 30 ECTS for semester stays or between 46 and 60 ECTS for annual stays",0.8209375143051147,DOC_002_chunk_0006,DOC_002,"submitted, all correct): CURRICULAR INTERNSHIPS: ELECTIVE EXCHANGE: you can exchange a previously enrolled elective course for the internship course:  First-semester courses must be in ACTIVE status in GIPE approximately before November 14 of the academic year",0.8132714033126831
Q_049,How is the selection made if there is a tie between two or more students?,They choose the student with the most credits earned.,"If there is a tie between two students, they will choose the student with the most credits earned.",DOC_004,"In the event of a tie between two or more candidates, the following tie-breaking criteria will be applied: First, applications will be ranked based on the number of ECTS credits passed, in descending order.",206,DOC_004_chunk_0009,1.0,"If there is a tie between two or more students, the selection process proceeds as follows:

First, applicants' applications are ranked based on the number of ECTS credits they have passed, with higher numbers indicating a better ranking. 

If this criterion also results in a tie, the spot is then awarded to the applicant who has never participated in any mobility programs before.

Should the tie still persist after these steps, the final tie-breaker is given to the applicant whose motivation statement in the Mobility-Online application scores the highest.","If there is a tie between two or more students in the selection process, additional criteria such as academic performance, extracurricular activities, or interviews may be used to break the tie.",DOC_004_chunk_0009,DOC_004,"In the event of a tie between two or more candidates, the following tie-breaking criteria will be applied: First, applications will be ranked based on the number of ECTS credits passed, in descending order. If the tie persists, the spot will be awarded to the applicant who has not previously participated in a mobility program",0.850458025932312,DOC_004_chunk_0010,DOC_004,". If the tie persists after applying the above criteria, the spot will be awarded to the applicant with the highest score for the motivation statement in the Mobility-Online application.",0.8129805326461792,DOC_004_chunk_0006,DOC_004,"Selection is carried out on a competitive basis, in accordance with the following evaluation criteria: GPA of the academic transcript: up to 10 points.",0.8114039897918701
Q_050,Within how many days must assessment activity grades be published?,14 calendar days.,Grades must be published no later than 14 calendar days after the assessment or submission.,DOC_005,Grades for assessment activities must be made public no later than 14 calendar days after the tests have been administered or the assignments submitted. ,153,DOC_005_chunk_0001,1.0,Assessment activity grades must be made public no later than 14 calendar days after the tests have been administered or the assignments submitted.,Assessment activity grades should typically be published within 10 to 20 working days after the end of an academic term or course.,DOC_005_chunk_0001,DOC_005,Information on the Grading Process: Grades for assessment activities must be made public no later than 14 calendar days after the tests have been administered or the assignments submitted.,0.8910161256790161,DOC_005_chunk_0002,DOC_005,"The final grade for the course must be made public within a maximum of 14 calendar days from the date the continuous assessment processes, the single assessment exam, or the re-evaluation conclude. It must be ensured that the grades are published 5 calendar days before the re-evaluation date.",0.8719457387924194,DOC_005_chunk_0008,DOC_005,"If the student commits any other irregularity in an assessment, that assessment is graded 0. If more than one irregularity occurs in the assessments of the same course during the same academic year, the final grade is 0.",0.7952154874801636
