doc_id,chunk_id,posicio,text_chunk,text_chunk_norm
DOC_008,DOC_008_chunk_0005,5,"Withdrawal from Studies. A student is considered to have withdrawn from a bachelor's degree, a university master's degree, or a dual-degree program at the bachelor's or master's level when two consecutive academic years have passed without enrollment. If a student has withdrawn from the program or the dual-degree track after having passed some credits, they may apply for readmission to the dean's office.",withdrawal from studies a student is considered to have withdrawn from a bachelors degree a university masters degree or a dualdegree program at the bachelors or masters level when two consecutive academic years have passed without enrollment if a student has withdrawn from the program or the dualdegree track after having passed some credits they may apply for readmission to the deans office
DOC_008,DOC_008_chunk_0006,6,The student participating in mobility programs is exempt from meeting the conditions established in the Permanence Regulations during the year in which they take credits at another university.,the student participating in mobility programs is exempt from meeting the conditions established in the permanence regulations during the year in which they take credits at another university
DOC_008,DOC_008_chunk_0007,7,"The student who does not meet the conditions for continuation must withdraw from the bachelor's degree, the master's degree, or the dual-degree program in which they were enrolled. To be able to continue their studies, they must submit a request to the dean or director of the center.",the student who does not meet the conditions for continuation must withdraw from the bachelors degree the masters degree or the dualdegree program in which they were enrolled to be able to continue their studies they must submit a request to the dean or director of the center
DOC_009,DOC_009_chunk_0000,0,Faculty Services,faculty services
DOC_009,DOC_009_chunk_0001,1,"We have fifteen computer labs with more than 350 computers. These labs are located in three different areas: the ground floor of Tower II of Building 690, the basement of Tower IV of Building 690, and the second floor of Building 696. All computers are equipped with the basic software determined each semester by the Faculty's Computer and New Technologies Committee. To access them, you must identify yourself as a member of the University",we have fifteen computer labs with more than 350 computers these labs are located in three different areas the ground floor of tower ii of building 690 the basement of tower iv of building 690 and the second floor of building 696 all computers are equipped with the basic software determined each semester by the facultys computer and new technologies committee to access them you must identify yourself as a member of the university
DOC_009,DOC_009_chunk_0002,2,". To access them, you must identify yourself as a member of the University. During the academic term, the labs are open from 8:00 AM to 9:00 PM. When they are not being used for instructional activities, an open-access computer lab for the Faculty's students is available in each of the three areas.",to access them you must identify yourself as a member of the university during the academic term the labs are open from 800 am to 900 pm when they are not being used for instructional activities an openaccess computer lab for the facultys students is available in each of the three areas
DOC_009,DOC_009_chunk_0003,3,"Through the UB Sports Service, we offer the university community a wide range of group exercise activities and a set of facilities such as a swimming pool, tennis and paddle tennis courts, aerobics and fitness rooms, a soccer field with artificial turf and a rugby field, a multi-purpose gymnasium and an athletic track, among others.",through the ub sports service we offer the university community a wide range of group exercise activities and a set of facilities such as a swimming pool tennis and paddle tennis courts aerobics and fitness rooms a soccer field with artificial turf and a rugby field a multipurpose gymnasium and an athletic track among others
DOC_009,DOC_009_chunk_0004,4,"We offer locker rentals so you can have exclusive use of them for the entire academic year. Lockers are located in both buildings: Building 690: in the lobby of Tower 4 and in the Faculty's central hallway, next to the bar. Building 696: on the main floor next to the study rooms, and on the second floor. The rental costs 11€ per academic year (regardless of when it is requested), and you must provide your own lock",we offer locker rentals so you can have exclusive use of them for the entire academic year lockers are located in both buildings building 690 in the lobby of tower 4 and in the facultys central hallway next to the bar building 696 on the main floor next to the study rooms and on the second floor the rental costs 11 per academic year regardless of when it is requested and you must provide your own lock
DOC_009,DOC_009_chunk_0005,5,". The rental must be renewed each year; otherwise, the locker will be emptied to make it available to another student. The University of Barcelona is not responsible for any items stored inside the lockers.",the rental must be renewed each year otherwise the locker will be emptied to make it available to another student the university of barcelona is not responsible for any items stored inside the lockers
DOC_009,DOC_009_chunk_0006,6,"We make available a catalog of spaces for rent in the two Faculty buildings (Building 690 and Building 696) for anyone who may need them. These spaces can be used for conferences, lectures, exams, commercials, and films, among other possibilities. The various classrooms and rooms, as well as spaces like the hallways, outdoor gardens, or parking lots, can be rented by the hour or by the day",we make available a catalog of spaces for rent in the two faculty buildings building 690 and building 696 for anyone who may need them these spaces can be used for conferences lectures exams commercials and films among other possibilities the various classrooms and rooms as well as spaces like the hallways outdoor gardens or parking lots can be rented by the hour or by the day
DOC_009,DOC_009_chunk_0007,7,". Depending on the chosen location, the spaces have different services such as a projector, public address system, computers, internet access, amd so on.",depending on the chosen location the spaces have different services such as a projector public address system computers internet access amd so on
DOC_009,DOC_009_chunk_0008,8,"We provide a number of study rooms for you to enjoy a space to study or work in groups. Specifically, ten study rooms are available: Five rooms in Building 696 (ground floor). Two rooms in Building 696 (2nd floor). Three rooms in Building 690.",we provide a number of study rooms for you to enjoy a space to study or work in groups specifically ten study rooms are available five rooms in building 696 ground floor two rooms in building 696 2nd floor three rooms in building 690
DOC_009,DOC_009_chunk_0009,9,"On weekends and holidays, only members of the UB community may access the library. Users who have access to the CRAI Economics and Business Library with their ID card: All members of the UB university community: faculty, students, PTGAS, and UB Alumni. All members of Catalan public universities and the National Library of Catalonia can access the library under the agreement signed within the framework of the CSUC",on weekends and holidays only members of the ub community may access the library users who have access to the crai economics and business library with their id card all members of the ub university community faculty students ptgas and ub alumni all members of catalan public universities and the national library of catalonia can access the library under the agreement signed within the framework of the csuc
DOC_009,DOC_009_chunk_0010,10,". Access will be prioritized for members of the UB community, with prior notice, when capacity is reached, and access restrictions will be maintained during exam periods.",access will be prioritized for members of the ub community with prior notice when capacity is reached and access restrictions will be maintained during exam periods
DOC_009,DOC_009_chunk_0011,11,"Students and teachers have two bars at their disposal, one in Building 690 and the other in Building 696. The bars are open until 8:00 p.m. At lunchtime, a different daily menu is offered at very affordable prices.",students and teachers have two bars at their disposal one in building 690 and the other in building 696 the bars are open until 800 pm at lunchtime a different daily menu is offered at very affordable prices
DOC_010,DOC_010_chunk_0000,0,General Scholarship,general scholarship
DOC_010,DOC_010_chunk_0001,1,"The scholarship application period is scheduled to run from late March to mid-May each year. The scholarship must be applied for within the established timeframe using the Generalitat form available on the AGAUR website. Apply within the deadline, even if you don't know what you'll study, or even if you're not sure whether you'll study at all. List the programs you consider most likely",the scholarship application period is scheduled to run from late march to midmay each year the scholarship must be applied for within the established timeframe using the generalitat form available on the agaur website apply within the deadline even if you dont know what youll study or even if youre not sure whether youll study at all list the programs you consider most likely
DOC_010,DOC_010_chunk_0002,2,". List the programs you consider most likely. In September, the form will reopen and, if necessary, you can modify your choices.",list the programs you consider most likely in september the form will reopen and if necessary you can modify your choices
DOC_010,DOC_010_chunk_0003,3,The call establishes three income thresholds that determine the amounts for which you can apply. Scholarships and amounts that can be awarded: The tuition scholarship consists of an exemption from the public fee for academic services for credits enrolled for the first time and in accordance with the conditions set forth in the call. Variable amount,the call establishes three income thresholds that determine the amounts for which you can apply scholarships and amounts that can be awarded the tuition scholarship consists of an exemption from the public fee for academic services for credits enrolled for the first time and in accordance with the conditions set forth in the call variable amount
DOC_010,DOC_010_chunk_0004,4,". Variable amount. It can be: Minimum: €60 or calculated based on family income, your grade point average, and the total budget the Ministry allocates to the scholarships. Fixed amounts: For income: €1,700. For residency: €2,700. For academic excellence: between €50 and €125.",variable amount it can be minimum 60 or calculated based on family income your grade point average and the total budget the ministry allocates to the scholarships fixed amounts for income 1700 for residency 2700 for academic excellence between 50 and 125
DOC_010,DOC_010_chunk_0005,5,"If you enroll in fewer than 30 credits, you are not eligible for a scholarship for the current or the following academic year. (If you are pursuing a dual degree, the minimum number of credits is half of a full course load).",if you enroll in fewer than 30 credits you are not eligible for a scholarship for the current or the following academic year if you are pursuing a dual degree the minimum number of credits is half of a full course load
DOC_010,DOC_010_chunk_0006,6,Everyone who is awarded the scholarship receives the tuition scholarship. The academic excellence scholarship is only for full-time studies. Only those in threshold 1 can receive the fixed income amount. Those in threshold 2 only receive the residency amount and the variable amount.,everyone who is awarded the scholarship receives the tuition scholarship the academic excellence scholarship is only for fulltime studies only those in threshold 1 can receive the fixed income amount those in threshold 2 only receive the residency amount and the variable amount
DOC_010,DOC_010_chunk_0007,7,Partial enrollments between 48 and 59 credits are eligible for the fixed income-based award (€350) and the fixed residency-based award (€350). Those who enroll in 30 to 47 credits only receive the minimum variable award.,partial enrollments between 48 and 59 credits are eligible for the fixed incomebased award 350 and the fixed residencybased award 350 those who enroll in 30 to 47 credits only receive the minimum variable award
DOC_010,DOC_010_chunk_0008,8,"General requirements: Be a Spanish citizen or hold the nationality of a member state of the European Union. In the case of European Union citizens or their family members, they must have permanent resident status or provide proof of being self-employed or employed by others in Spain. These requirements will not apply for obtaining the tuition scholarship",general requirements be a spanish citizen or hold the nationality of a member state of the european union in the case of european union citizens or their family members they must have permanent resident status or provide proof of being selfemployed or employed by others in spain these requirements will not apply for obtaining the tuition scholarship
DOC_010,DOC_010_chunk_0009,9,". These requirements will not apply for obtaining the tuition scholarship.  If you are not a citizen of the Union, you must have a residence permit in Spain, i.e., an NIE/TIE (Foreign Identification Card). A study permit is not valid. This requirement must be met as of December 31 of the year preceding the call.",these requirements will not apply for obtaining the tuition scholarship if you are not a citizen of the union you must have a residence permit in spain ie an nietie foreign identification card a study permit is not valid this requirement must be met as of december 31 of the year preceding the call
DOC_010,DOC_010_chunk_0010,10,"Not hold, at the time of applying for the scholarship, a degree of a level equal to or higher than the level of studies for which the scholarship is being requested.  Meet the other academic and financial requirements specified in the call. 
Second-year students and above, to be eligible for the tuition scholarship and the other amounts, must pass 65% of the credits they have enrolled in.",not hold at the time of applying for the scholarship a degree of a level equal to or higher than the level of studies for which the scholarship is being requested meet the other academic and financial requirements specified in the call secondyear students and above to be eligible for the tuition scholarship and the other amounts must pass 65 of the credits they have enrolled in
DOC_010,DOC_010_chunk_0011,11,"You are considered to be in breach of your obligation if you: Cancel your enrollment or withdraw from your studies and have not submitted the final year project, which is not a course on the Study Plan, within two years from the date of the scholarship award decision. In either of these cases, you will have to return all awarded aid. (including the tuition scholarship).",you are considered to be in breach of your obligation if you cancel your enrollment or withdraw from your studies and have not submitted the final year project which is not a course on the study plan within two years from the date of the scholarship award decision in either of these cases you will have to return all awarded aid including the tuition scholarship
DOC_010,DOC_010_chunk_0012,12,"If you do not pass 40% of the credits enrolled in a regular or extraordinary exam period. In this case, you will have to return the awarded aid, except for the tuition scholarship.",if you do not pass 40 of the credits enrolled in a regular or extraordinary exam period in this case you will have to return the awarded aid except for the tuition scholarship
DOC_011,DOC_011_chunk_0000,0,Criteria for applying tuition exemptions and waivers,criteria for applying tuition exemptions and waivers
DOC_011,DOC_011_chunk_0001,1,"Students who belong to a large family (general category) are entitled to a 50% reduction in tuition fees for enrolled credits, as well as in the academic record management and certificate issuance fees. Students who belong to a large family (special category) are entitled to a 100% exemption from these fees.",students who belong to a large family general category are entitled to a 50 reduction in tuition fees for enrolled credits as well as in the academic record management and certificate issuance fees students who belong to a large family special category are entitled to a 100 exemption from these fees
DOC_011,DOC_011_chunk_0002,2,The decree of the Government of Catalonia establishing the prices for the provision of academic services states that students who have been awarded an honors distinction or an extraordinary prize in upper secondary education or higher-level vocational training are entitled to full exemption from public fees for all credits in which they enroll for the first time during the first year of their official university studies.,the decree of the government of catalonia establishing the prices for the provision of academic services states that students who have been awarded an honors distinction or an extraordinary prize in upper secondary education or higherlevel vocational training are entitled to full exemption from public fees for all credits in which they enroll for the first time during the first year of their official university studies
DOC_011,DOC_011_chunk_0003,3,"Students with a disability degree of 33% or higher, victims of terrorist acts (as well as their children and spouse), victims of gender-based violence within the context of an intimate partner relationship and their dependent children, victims of gender-based violence outside the context of an intimate partner relationship, and beneficiaries of the Minimum Vital Income allowance are entitled to an exemption from tuition fees.",students with a disability degree of 33 or higher victims of terrorist acts as well as their children and spouse victims of genderbased violence within the context of an intimate partner relationship and their dependent children victims of genderbased violence outside the context of an intimate partner relationship and beneficiaries of the minimum vital income allowance are entitled to an exemption from tuition fees
DOC_011,DOC_011_chunk_0004,4,It also establishes the application of an exemption from tuition fees for a number of credits equivalent to those in which the student has obtained a distinction with honors in university studies.,it also establishes the application of an exemption from tuition fees for a number of credits equivalent to those in which the student has obtained a distinction with honors in university studies
